hr,proper,dist,mag,absmag,spect,ci,rarad,decrad,con
2023,N/A,381.6794,6.190,-1.718,K3III,"rgb(255, 196, 166)",1.5150423803165838,-0.9487736925798163,Pic
1979,N/A,180.1802,6.300,0.021,K0,"rgb(255, 197, 170)",1.5151409639788955,0.7422317767485562,Aur
2020,N/A,19.4401,3.850,2.407,A3V,"rgb(230, 212, 0)",1.5153156552585663,-0.891278807158695,Pic
2009,N/A,162.6016,6.290,0.234,K1III,"rgb(255, 202, 182)",1.515432102617359,-0.6226300622429375,Col
1990,N/A,546.4481,5.470,-3.218,F0III,"rgb(244, 220, 0)",1.5159781660365461,0.3094318838024688,Tau
2001,N/A,204.9180,6.040,-0.518,A4V,"rgb(226, 210, 0)",1.5160286918530816,-0.18383479588770876,Ori
1993,N/A,194.1748,5.280,-1.161,B2IV-V,"rgb(182, 180, 0)",1.5171934003226135,0.24259377507071875,Tau
2004,Saiph,198.4127,2.070,-4.418,B0.5Iavar,"rgb(180, 179, 0)",1.5173738927528553,-0.168766439905435,Ori
2062,N/A,138.6963,6.540,0.830,K0III,"rgb(255, 206, 191)",1.51757418653586,-1.2688936365290964,Men
2017,N/A,255.1020,6.620,-0.414,K1III,"rgb(255, 204, 187)",1.5182967645657384,-0.7095282573788976,Col
1999,N/A,165.0165,5.260,-0.828,A5V,"rgb(237, 216, 0)",1.518453478805848,0.11264627624942625,Ori
1997,N/A,167.5042,6.030,-0.090,B9Vn,"rgb(199, 194, 0)",1.5200630474296037,0.3642411495089975,Tau
2007,N/A,15.1768,5.970,5.064,G4V,"rgb(255, 219, 230)",1.520977403658484,-0.07146508644909749,Ori
2002,N/A,111.4827,4.880,-0.356,G8IIIvar,"rgb(255, 207, 195)",1.5228700550238485,0.42878437184303503,Tau
1976,N/A,122.6994,6.180,0.736,A4V,"rgb(225, 209, 0)",1.5231390967846477,1.096209710461765,Cam
1995,N/A,63.4115,4.510,0.499,G8III,"rgb(255, 210, 201)",1.52355920038958,0.6838386941384187,Aur
2010,N/A,76.2777,4.890,0.478,B9IV,"rgb(196, 191, 0)",1.5251945694295077,0.22080725199223625,Tau
2032,N/A,100000.0000,6.380,-13.620,K1III,"rgb(255, 200, 176)",1.5252815832216533,-0.783223372653905,Pic
2021,N/A,82.0345,5.490,0.920,G8III,"rgb(255, 212, 208)",1.525457223003286,-0.25278765040055373,Lep
2042,N/A,54.2005,4.500,0.830,K1III,"rgb(255, 206, 191)",1.5264085559938911,-0.9802931985693075,Pic
2026,N/A,170.3578,5.870,-0.287,A1V,"rgb(217, 205, 0)",1.5266904425314733,-0.40093479476217125,Lep
2064,N/A,176.0563,5.100,-1.128,B6V,"rgb(186, 184, 0)",1.5266933504915452,-1.1676459840247613,Dor
2014,N/A,109.8901,5.790,0.585,G8III,"rgb(255, 212, 207)",1.5273583766821404,0.17228525773239622,Ori
2019,N/A,178.2531,5.960,-0.295,K2III,"rgb(255, 197, 169)",1.5281132004306088,0.077202998116585,Ori
2125,N/A,87.4126,5.460,0.752,B9.5V,"rgb(195, 190, 0)",1.5283845831046134,-1.3851170743220576,Men
2044,N/A,214.5923,6.320,-0.338,K0/K1III,"rgb(255, 216, 219)",1.529259262144174,-0.92097323221426,Pic
2016,N/A,97.0874,5.540,0.604,G9III:,"rgb(255, 208, 196)",1.529265204501691,0.2496799601746,Tau
2024,N/A,316.4557,5.970,-1.532,G8III+...,"rgb(255, 210, 201)",1.5293466226348105,0.03533767959689625,Ori
1992,N/A,146.4129,6.530,0.702,A4IV-V,"rgb(225, 209, 0)",1.5296271418456802,0.9934228824963025,Cam
2049,N/A,78.6164,5.160,0.682,G8III,"rgb(255, 209, 200)",1.5310333566592969,-0.9094713973131151,Pic
2003,N/A,87.7193,6.290,1.575,K1III,"rgb(255, 207, 193)",1.5312582593744433,0.8990990907205075,Aur
2040,N/A,26.7308,3.120,0.985,K1.5III,"rgb(255, 204, 185)",1.5313508145575236,-0.6242747529899825,Col
2013,N/A,107.0664,5.600,0.452,G7III:,"rgb(255, 209, 199)",1.531388972342713,0.48813126638903376,Tau
2011,N/A,160.2564,4.720,-1.304,M1III,"rgb(255, 0, 149)",1.5317032618874429,0.6511050762272238,Aur
2035,N/A,34.8675,3.760,1.048,G8III/IV,"rgb(255, 209, 198)",1.5329289597572762,-0.364408841238835,Lep
2031,N/A,321.5434,5.360,-2.176,B2IV-V,"rgb(176, 176, 0)",1.5331251238158976,-0.13121390363581,Ori
2073,N/A,346.0208,6.350,-1.346,G8III,"rgb(255, 212, 208)",1.5332060394788476,-1.1175965505965275,Dor
2018,N/A,183.8235,6.280,-0.042,M3III,"rgb(255, 10, 110)",1.533398945613706,0.560681679851445,Aur
2036,N/A,126.1034,6.160,0.656,K0IIICN...,"rgb(255, 208, 195)",1.5336073074667878,-0.4001507047798113,Lep
2012,N/A,70.6215,3.970,-0.275,K0III,"rgb(255, 204, 186)",1.533664268731751,0.6832698775442637,Aur
2043,N/A,215.5172,6.470,-0.197,K3III,"rgb(255, 194, 162)",1.5358597243987206,-0.5139894469363162,Col
2039,N/A,98.9120,5.950,0.974,A2Vn,"rgb(222, 208, 0)",1.5364518000090448,-0.15781092537112498,Ori
2006,N/A,148.3680,6.140,0.283,A0Vs,"rgb(202, 196, 0)",1.5371445480955686,1.029117476427505,Cam
2072,N/A,132.6260,5.930,0.317,F7IV,"rgb(255, 219, 228)",1.5373581821573348,-0.9975637225787238,Pic
2033,N/A,130.0390,5.600,0.030,B9p...,"rgb(199, 193, 0)",1.5375108573258995,0.24734433982695248,Tau
2030,N/A,343.6426,5.960,-1.721,B9V + G,"rgb(255, 222, 239)",1.5375918627139324,0.34675937479744623,Ori
2037,N/A,386.1004,4.760,-3.174,K2IIvar,"rgb(255, 196, 168)",1.537812408233713,0.032378192605943754,Ori
2053,N/A,98.7167,5.620,0.648,K1III,"rgb(255, 207, 193)",1.5383026884518092,-0.6567859514548212,Col
2025,N/A,188.6792,6.400,0.021,A2V,"rgb(222, 207, 0)",1.5387743211240748,0.69070889590105,Aur
2028,N/A,236.4066,6.040,-0.828,M2II:,"rgb(255, 190, 155)",1.5388052274899982,0.5919713845801675,Aur
2055,N/A,305.8104,6.690,-0.737,K1III,"rgb(255, 206, 190)",1.5393595763326633,-0.6724055209638188,Col
1994,N/A,141.6431,6.220,0.464,G9III,"rgb(255, 210, 201)",1.539925062535222,1.1950538408040212,Cam
2056,N/A,102.5641,4.880,-0.175,B5V,"rgb(182, 181, 0)",1.5407535142561894,-0.5899450355532201,Col
2038,N/A,273.9726,6.700,-0.489,B9V,"rgb(198, 193, 0)",1.5416363918269524,0.35428624484906374,Ori
2034,N/A,129.7017,4.560,-1.005,A0V,"rgb(207, 200, 0)",1.5416817430489727,0.4819248856049375,Tau
2069,N/A,208.7683,6.550,-0.048,K3III,"rgb(255, 197, 169)",1.5419147734366387,-0.7491185386089537,Col
2060,N/A,398.4064,6.680,-1.322,A3IV,"rgb(222, 208, 0)",1.544441286078117,-0.3427617736586588,Lep
2102,N/A,26.2467,4.650,2.555,K1III/IV,"rgb(255, 207, 195)",1.5450505462099775,-1.10112171641298,Dor
2083,N/A,35.7526,6.530,3.763,K1V,"rgb(255, 212, 206)",1.545400478230348,-0.8789923271860337,Pic
2104,N/A,116.8224,6.620,1.282,F0III,"rgb(253, 226, 0)",1.5454845784902693,-1.1254274745591577,Dor
2048,N/A,431.0345,6.130,-2.043,G9II,"rgb(255, 196, 166)",1.54558724,0.18476759565893625,Ori
2068,N/A,53.9084,6.340,2.682,F3V,"rgb(251, 225, 0)",1.5456363820689762,-0.5087147060219337,Col
2051,N/A,140.4494,6.300,0.562,K0,"rgb(255, 199, 175)",1.545762370604486,0.05629805952297625,Ori
2047,N/A,8.6633,4.390,4.702,G0V,"rgb(255, 221, 234)",1.5462881741332775,0.353886004695195,Ori
2050,N/A,96.8992,6.590,1.658,A2V,"rgb(214, 203, 0)",1.5469627687650112,0.20530656661187252,Ori
2058,N/A,384.6154,6.570,-1.355,B1.5V,"rgb(179, 178, 0)",1.547139567841389,-0.0709426363581525,Ori
2089,N/A,343.6426,6.110,-1.571,B3V,"rgb(183, 181, 0)",1.5476067581371395,-0.8661547147390626,Pic
2065,N/A,203.2520,5.620,-0.920,K3 comp,"rgb(255, 192, 160)",1.547789217769861,-0.20549841960119,Lep
2057,N/A,268.0965,5.990,-1.151,K0III,"rgb(255, 198, 172)",1.5478188259785286,0.01690552042420875,Ori
2094,N/A,34.6981,5.290,2.588,F0Ve...,"rgb(243, 220, 0)",1.5482596439311989,-0.9186624417416763,Pic
2029,N/A,73.0460,4.960,0.642,A2V,"rgb(217, 204, 0)",1.5483094821626309,0.9722696346445887,Aur
2082,N/A,155.2795,5.550,-0.406,M0III,"rgb(255, 192, 160)",1.5484333138265853,-0.6973961665505699,Col
2052,N/A,558.6592,5.920,-2.816,B2V,"rgb(183, 182, 0)",1.5487387635442669,0.34469579037624754,Ori
2027,N/A,143.6782,5.200,-0.587,A2V,"rgb(212, 202, 0)",1.548821630842394,1.0452491902078624,Cam
2046,N/A,84.9618,5.900,1.254,A5IV,"rgb(227, 210, 0)",1.548906555804013,0.5532954759719237,Aur
2061,Betelgeuse,152.6718,0.450,-5.469,M2Ib,"rgb(255, 193, 160)",1.5497291183713153,0.12927763169419373,Ori
2087,N/A,102.0408,4.970,-0.074,K1IIICN...,"rgb(255, 205, 188)",1.5511549507368718,-0.6478778735024225,Col
2070,N/A,96.9932,5.870,0.936,K2III:,"rgb(255, 203, 183)",1.55117382549338,-0.08057392533137875,Ori
2071,N/A,102.0408,6.280,1.236,A2III,"rgb(217, 205, 0)",1.5515517930727252,-0.0835766110010975,Ori
2063,N/A,436.6812,10.620,2.419,M6e-M9.5e,"rgb(255, 193, 160)",1.5525554116475082,0.35212350498858,Ori
2067,N/A,26.6028,6.600,4.475,G5IV,"rgb(255, 219, 229)",1.5535921973791351,0.24303556192802,Ori
2086,N/A,88.6525,5.950,1.212,K0/K1III,"rgb(255, 205, 188)",1.5543804089443765,-0.39863277200895625,Lep
2045,N/A,219.7802,6.620,-0.090,A5V,"rgb(228, 211, 0)",1.5543943501696655,0.9041501326914613,Aur
2092,N/A,510.2041,5.520,-3.019,F2III,"rgb(253, 226, 0)",1.5548660949654638,-0.547726912018095,Col
2085,N/A,14.8787,3.710,2.847,F1V,"rgb(248, 223, 0)",1.5551097155528486,-0.2472730146051925,Lep
2075,N/A,120.0480,5.970,0.573,A0IV,"rgb(201, 195, 0)",1.555381849574783,0.16597026160594375,Ori
2066,N/A,100000.0000,6.350,-13.650,A2II,"rgb(241, 219, 0)",1.5557987494812244,0.5051378342491575,Aur
2090,N/A,137.1742,6.370,0.684,K0III,"rgb(255, 206, 191)",1.5558473893555067,-0.4051836015156725,Lep
2098,N/A,240.9639,6.440,-0.470,G8III,"rgb(255, 206, 191)",1.5569068528688903,-0.5580907970992275,Col
2076,N/A,94.6074,5.890,1.010,K2III,"rgb(255, 205, 188)",1.5569390839500392,0.2010803922939175,Ori
2074,N/A,100000.0000,6.030,-13.970,A0Ia,"rgb(249, 223, 0)",1.5574240715107357,0.4232369180385625,Tau
2054,N/A,161.8123,6.550,0.505,G8III,"rgb(255, 208, 197)",1.5580432592581992,0.8557294735073625,Aur
2114,N/A,207.0393,6.480,-0.100,K5/M0III,"rgb(255, 193, 161)",1.558751364728736,-0.9324542559694787,Pic
2106,N/A,266.6667,4.360,-2.770,B2.5IV,"rgb(180, 179, 0)",1.5600487555838278,-0.6158094003068124,Col
2041,N/A,149.7006,6.240,0.364,K0,"rgb(255, 197, 169)",1.5602499997597152,1.1535945554308837,Cam
2093,N/A,148.8095,6.220,0.357,M0III,"rgb(255, 194, 163)",1.5616691824650488,0.021368241571766252,Ori
2084,N/A,476.1905,4.810,-3.579,B1Ib,"rgb(192, 189, 0)",1.5620446640995884,0.4529812143081787,Tau
2097,N/A,103.5197,6.210,1.135,K0,"rgb(255, 204, 185)",1.5629212742384668,-0.017348886028231248,Ori
2100,N/A,111.7318,5.890,0.649,A5me del Del,"rgb(235, 215, 0)",1.5638471989513942,0.03206358984202875,Ori
2117,N/A,362.3188,5.810,-1.985,G8II,"rgb(255, 206, 192)",1.5648003650972115,-0.7685480994228425,Pic
2103,N/A,136.6120,5.210,-0.467,A1Vs,"rgb(212, 202, 0)",1.565674647653538,0.009651311235078749,Ori
2099,N/A,243.3090,5.700,-1.231,K2III...,"rgb(255, 212, 208)",1.5659411504808574,0.223546382476195,Ori
2107,N/A,90.3342,6.150,1.371,F2IV,"rgb(247, 222, 0)",1.5665114973984497,-0.16375069119479,Mon
2108,N/A,87.7963,5.040,0.323,A6m,"rgb(232, 213, 0)",1.566746620459115,-0.16682293601288625,Mon
2120,N/A,144.7178,3.960,-1.843,K0III,"rgb(255, 204, 185)",1.5670730510647812,-0.7472650817227025,Col
2081,N/A,328.9474,5.900,-1.686,G5III,"rgb(255, 202, 181)",1.5680169651351294,0.8713475982501637,Aur
2077,N/A,38.6399,3.720,0.785,K0III,"rgb(255, 208, 196)",1.5687310663735172,0.9474459814385425,Aur
2088,Menkalinan,24.8694,1.900,-0.078,A2V,"rgb(219, 206, 0)",1.5687409450202745,0.78448069066935,Aur
2109,N/A,380.2281,6.620,-1.280,B8IIIn,"rgb(197, 192, 0)",1.5691781390550024,-0.02520367789538125,Ori
2095,N/A,50.7614,2.650,-0.878,A0p Si,"rgb(193, 189, 0)",1.5695791535081838,0.6494821333756875,Aur
2079,N/A,101.3171,6.420,1.392,A5m,"rgb(246, 221, 0)",1.5697656670690723,0.9655311069661863,Aur
2080,N/A,94.1620,6.140,1.271,K2III,"rgb(255, 202, 181)",1.5699199143977156,0.9520249123402438,Aur
2091,N/A,230.4147,4.300,-2.513,M3IIvar,"rgb(255, 4, 128)",1.5705127063407032,0.8017472834768412,Aur
2113,N/A,129.0323,4.530,-1.023,K2IIIvar,"rgb(255, 202, 181)",1.5710398984336236,-0.05365584544523625,Ori
2118,N/A,62.8536,6.210,2.218,F2IV,"rgb(250, 224, 0)",1.572080578989583,-0.22514806936199125,Lep
2096,N/A,107.9914,6.210,1.043,K2III...,"rgb(255, 204, 186)",1.572171239731288,0.7782774418754688,Aur
2138,N/A,65.1890,5.650,1.579,A1m...,"rgb(234, 214, 0)",1.5743728372420238,-0.8938934056861475,Pic
2101,N/A,354.6099,5.710,-2.039,B9.5p SiFe,"rgb(207, 200, 0)",1.575054962112015,0.8360462768822262,Aur
2111,N/A,704.2254,6.040,-3.199,B9Iab,"rgb(235, 215, 0)",1.5751926784832344,0.4812285058239425,Gem
2110,N/A,71.9424,6.180,1.895,A2V,"rgb(221, 207, 0)",1.5758901140267672,0.541654499272635,Aur
2129,N/A,109.8901,6.040,0.835,A0V,"rgb(214, 203, 0)",1.5761121704308798,-0.44362364611877125,Lep
2131,N/A,188.3239,5.540,-0.835,K5III,"rgb(255, 190, 155)",1.5763448177713117,-0.5918731824953875,Col
1885,N/A,416.6667,6.170,-1.929,M0III,"rgb(255, 191, 157)",1.5766271718947489,1.4867083418239424,Cep
2116,N/A,240.9639,6.360,-0.550,B8V,"rgb(195, 191, 0)",1.5781867974127903,0.390971229871175,Gem
2105,N/A,242.1308,5.980,-0.940,K0,"rgb(255, 195, 164)",1.578290829190499,0.8545035154543612,Aur
2128,N/A,240.3846,4.920,-1.985,B5III,"rgb(186, 184, 0)",1.5788264221421644,-0.18496877970790376,Mon
2151,N/A,294.1176,6.410,-0.933,M4III,"rgb(255, 192, 160)",1.580201175888719,-1.0488875599936114,Pic
2127,N/A,202.0202,6.580,0.053,B8V,"rgb(201, 195, 0)",1.5807669561331195,0.02956679537826,Ori
2124,N/A,47.5059,4.120,0.736,Am...,"rgb(230, 212, 0)",1.5811954779567863,0.1683767387503825,Ori
2136,N/A,125.3133,6.200,0.710,K0III,"rgb(255, 210, 201)",1.5819818547522173,-0.2530231241572425,Lep
2112,N/A,130.2083,6.040,0.467,B9.5IV,"rgb(202, 196, 0)",1.5830571065926016,0.8710184000726312,Aur
2115,N/A,106.9519,6.380,1.234,K0,"rgb(255, 202, 180)",1.5834132329433543,0.7570947506031938,Aur
2122,N/A,47.5511,6.230,2.844,F4V,"rgb(255, 225, 248)",1.5835346610549237,0.5696003615231313,Aur
2140,N/A,124.6883,5.030,-0.449,K3II/IIICNv,"rgb(255, 198, 171)",1.5850207344348206,-0.45875184195512625,Lep
2119,N/A,65.2316,6.080,2.008,K0III,"rgb(255, 209, 198)",1.585190523801478,0.7489480863134562,Aur
2133,N/A,158.9825,6.090,0.083,A0Vs,"rgb(202, 196, 0)",1.585687452733027,0.20387304062138,Ori
2130,N/A,220.2643,5.140,-1.575,B8V,"rgb(191, 187, 0)",1.585876404151943,0.34366512027391877,Ori
2135,N/A,552.4862,4.640,-4.072,B2Iavar,"rgb(237, 216, 0)",1.5878994469024215,0.35148228979644,Ori
2134,N/A,47.5511,4.160,0.774,G7III,"rgb(255, 213, 211)",1.5887743077048877,0.40602189633429253,Gem
2142,N/A,403.2258,5.190,-2.838,B2Vne+,"rgb(196, 191, 0)",1.5892314694047505,-0.11709311643526875,Mon
2149,N/A,308.6420,5.650,-1.797,B2V,"rgb(177, 177, 0)",1.5897235033809023,-0.5615148386404588,Col
2157,N/A,26.5675,6.350,4.228,G0IV-V,"rgb(255, 223, 242)",1.5903192410681464,-0.7860370135381075,Pup
2123,N/A,134.9528,6.390,0.739,A7III,"rgb(232, 214, 0)",1.5903663525687532,0.9001255415243425,Aur
2158,N/A,26.8962,5.930,3.782,F4V,"rgb(255, 224, 245)",1.59116725215266,-0.7867757791380224,Pup
2162,N/A,30.0030,6.600,4.214,G6V,"rgb(255, 217, 223)",1.5916465730489557,-0.8457569544138863,Pup
2144,N/A,401.6064,5.670,-2.349,G7III:,"rgb(255, 207, 193)",1.5924807933272715,0.09459631436419,Ori
2145,N/A,100000.0000,5.630,-14.370,G4III,"rgb(255, 207, 193)",1.592493680877935,0.07258250203755624,Ori
2148,N/A,278.5515,4.920,-2.305,Ap shell,"rgb(232, 214, 0)",1.5925496227139324,-0.28770766247518875,Lep
2137,N/A,182.8154,6.320,0.010,K0III+...,"rgb(255, 214, 212)",1.592800720342713,0.6626015445348563,Aur
2132,N/A,49.7265,5.900,2.417,F3V,"rgb(250, 224, 0)",1.5928597665903996,0.7501710478633887,Aur
2121,N/A,132.4503,6.320,0.710,K1III-IV,"rgb(255, 205, 187)",1.5932112311130202,1.0366070716054752,Cam
2078,N/A,240.9639,6.280,-0.630,K5,"rgb(255, 192, 160)",1.5932911953605318,1.3192231542122475,Cam
2150,N/A,54.9149,5.880,2.182,F4V:,"rgb(252, 225, 0)",1.5945787680862527,-0.17876702077624124,Mon
2160,N/A,83.1255,5.800,1.201,A0V,"rgb(214, 203, 0)",1.5945893068062151,-0.6198300754429412,Col
2139,N/A,214.5923,6.230,-0.428,B9sp...,"rgb(194, 190, 0)",1.5950781928899949,0.5864140433913237,Aur
2156,N/A,203.2520,6.740,0.200,M5III,"rgb(255, 194, 164)",1.595925357881317,-0.42229237284312626,Lep
2164,N/A,85.2515,5.790,1.136,A1V,"rgb(216, 204, 0)",1.5973790000878956,-0.5193859615397013,Col
2141,N/A,25.6213,6.120,4.077,G0V,"rgb(255, 220, 234)",1.5975981415904787,0.6176325820205175,Aur
2155,N/A,52.9661,4.670,1.050,A0V,"rgb(216, 204, 0)",1.597654335354406,-0.26066936173705,Lep
2194,N/A,98.6193,5.720,0.750,A0V,"rgb(204, 198, 0)",1.597657677110372,-1.1526088190549137,Dor
2146,N/A,225.2252,6.010,-0.753,M3II comp,"rgb(255, 7, 118)",1.5986085255976263,0.5150887888930176,Aur
2163,N/A,141.0437,5.460,-0.287,A2V,"rgb(218, 205, 0)",1.5993104312437627,-0.40336035239780377,Lep
2143,N/A,104.4932,5.350,0.255,A4m,"rgb(238, 217, 0)",1.5995285124520802,0.6716488454029212,Aur
2154,N/A,324.6753,5.370,-2.187,B5IV,"rgb(187, 184, 0)",1.599793247960072,-0.073196247258565,Mon
2126,N/A,118.4834,6.420,1.052,K0,"rgb(255, 208, 196)",1.5998255257748688,1.1074784007612561,Cam
2171,N/A,83.4028,6.150,1.544,Am,"rgb(238, 217, 0)",1.5999613338328864,-0.7382533998698912,Col
2161,N/A,337.8378,6.660,-0.984,B3V,"rgb(182, 181, 0)",1.6007499550925537,-0.1950159710965775,Lep
2166,N/A,384.6154,5.740,-2.185,M3II/III,"rgb(255, 190, 155)",1.601158756382274,-0.3806964406857925,Lep
2178,N/A,112.7396,6.480,1.220,K1III,"rgb(255, 203, 184)",1.6014757415451928,-0.786995308413335,Pup
2196,N/A,110.8647,5.040,-0.184,K2/K3III,"rgb(255, 200, 177)",1.6015850465104646,-1.0848020750605787,Pic
2170,N/A,312.5000,5.820,-1.654,B4Vnn,"rgb(185, 182, 0)",1.6016064860519876,-0.5988577323346751,Col
2147,N/A,217.8649,6.150,-0.541,K0III,"rgb(255, 202, 181)",1.6032854910070349,0.7304950204845138,Aur
2177,N/A,221.2389,5.000,-1.724,B8:IV,"rgb(191, 188, 0)",1.6036399751790773,-0.6501861162736412,Col
2159,N/A,158.2278,4.420,-1.576,B3IV,"rgb(180, 179, 0)",1.6038357509849255,0.25775845551905124,Ori
2168,N/A,257.0694,5.280,-1.770,M1III,"rgb(255, 1, 140)",1.6043675595671103,-0.33450746999076997,Lep
2181,N/A,74.4602,5.500,1.140,A0V,"rgb(212, 202, 0)",1.6051837559731368,-0.7357268508561899,Col
2153,N/A,127.8772,6.340,0.806,G9III,"rgb(255, 207, 193)",1.6073853817548656,0.716557596907625,Aur
2187,N/A,227.2727,6.260,-0.523,B8II,"rgb(185, 183, 0)",1.6082213488175408,-0.7741619448990463,Pup
2221,N/A,91.9118,5.060,0.243,B8V,"rgb(195, 191, 0)",1.6089255447610702,-1.2015441591508451,Dor
2167,N/A,552.4862,6.550,-2.162,B9V,"rgb(196, 192, 0)",1.6091231370275012,0.151310126275285,Ori
2180,N/A,75.5287,5.490,1.099,A0V,"rgb(207, 200, 0)",1.6099109736783914,-0.3914321801118363,Lep
2174,N/A,200.8032,5.700,-0.814,A3Vn,"rgb(218, 205, 0)",1.609913762762905,0.0436278608916425,Ori
2182,N/A,152.6718,6.360,0.441,B9Vn...,"rgb(201, 195, 0)",1.6115350578984016,-0.3163651048441325,Lep
2204,N/A,59.1716,6.480,2.619,F8V,"rgb(255, 224, 244)",1.6117699729416155,-0.8650345961070774,Pup
2169,N/A,632.9114,5.930,-3.077,K4III,"rgb(255, 0, 148)",1.6124251514758325,0.3872931341666588,Gem
2183,N/A,63.8162,5.560,1.535,K2III,"rgb(255, 203, 185)",1.6125769282903584,-0.2545496144536325,Lep
2179,N/A,62.5000,6.160,2.181,F3IVw,"rgb(249, 224, 0)",1.6127025901967207,-0.0996832396418475,Mon
2173,N/A,100000.0000,5.750,-14.250,B2.5Ib,"rgb(232, 213, 0)",1.613264894457743,0.4034060853376938,Gem
2192,N/A,145.9854,6.270,0.448,G8/K0III,"rgb(255, 208, 196)",1.6134948436910892,-0.46602186370653753,Lep
2186,N/A,49.0436,5.710,2.257,F5V,"rgb(255, 225, 249)",1.6135538016421334,-0.39748726848807,Lep
2152,N/A,116.8224,5.350,0.012,G8III,"rgb(255, 205, 189)",1.61435719103728,1.0286219102458611,Cam
2203,N/A,261.0966,5.540,-1.544,M2II/III,"rgb(255, 1, 139)",1.6151864261243456,-0.7043065373136562,Col
2261,N/A,10.1978,5.080,5.037,G5V,"rgb(255, 217, 222)",1.6154676175986484,-1.3046867620791476,Men
2212,N/A,398.4064,4.720,-3.282,B0.5IV,"rgb(172, 173, 0)",1.6157320596488802,-0.9593838339895863,Pic
2200,N/A,101.1122,5.720,0.696,K1III,"rgb(255, 206, 191)",1.6169516369671069,-0.4739326936440425,Lep
2211,N/A,232.0186,6.280,-0.548,A0V,"rgb(206, 199, 0)",1.6173332107608953,-0.79031977896309,Pup
2195,N/A,170.3578,6.150,-0.007,A0sp...,"rgb(212, 202, 0)",1.6188811544687978,-0.11788339738903375,Mon
2184,N/A,338.9831,6.370,-1.281,K1II,"rgb(255, 197, 170)",1.6189216825097308,0.31643630234070375,Ori
2206,N/A,207.0393,6.080,-0.500,B9.5IV/V,"rgb(205, 198, 0)",1.6197860067853818,-0.4621998460771163,Lep
2245,N/A,196.4637,5.010,-1.456,M2.5III,"rgb(255, 190, 152)",1.619883829160892,-1.1447512868755463,Dor
2191,N/A,132.1004,6.040,0.435,A0Vnn,"rgb(213, 203, 0)",1.6208225661361346,0.238037793478485,Ori
2185,N/A,174.2160,5.830,-0.375,K0III,"rgb(255, 205, 188)",1.621142220996985,0.4262138124009087,Gem
2175,N/A,102.4590,5.780,0.727,A3V+...,"rgb(222, 208, 0)",1.6214535526231177,0.85016713777615,Aur
2202,N/A,176.0563,6.180,-0.048,B9MNp...,"rgb(194, 190, 0)",1.621971985961077,-0.0814272843836425,Mon
2172,N/A,102.9866,6.280,1.216,A5m,"rgb(226, 210, 0)",1.62213172823006,0.918866744737865,Aur
2190,N/A,952.3810,6.930,-2.964,M1:Iavar,"rgb(255, 74, 0)",1.6225318059084513,0.38167268519013625,Gem
2205,N/A,366.3004,5.060,-2.759,B2V,"rgb(175, 176, 0)",1.6225609058289623,-0.1143240776307875,Mon
2199,N/A,186.2197,4.450,-1.900,B3IV,"rgb(178, 178, 0)",1.6228940995502967,0.24798973281918876,Ori
2193,N/A,255.1020,5.760,-1.274,B9.5V,"rgb(195, 191, 0)",1.6232536561455462,0.34541013258145126,Ori
2198,N/A,162.0746,4.950,-1.099,B5Vn,"rgb(183, 181, 0)",1.6233946832860675,0.28152869459652746,Ori
2197,N/A,100000.0000,6.510,-13.490,M1Ia-ab,"rgb(255, 74, 0)",1.6245450773967107,0.3998289975217925,Gem
2189,N/A,285.7143,5.780,-1.500,M1III,"rgb(255, 0, 143)",1.6246197263597977,0.5706071174667963,Aur
2210,N/A,117.7856,6.620,1.265,A2V,"rgb(217, 204, 0)",1.6263991581709416,-0.043717296145544995,Ori
2213,N/A,278.5515,6.520,-0.705,B5II/III,"rgb(180, 179, 0)",1.6265252246264037,-0.31002686561837,CMa
2165,N/A,219.2982,5.360,-1.345,K2II-III,"rgb(255, 198, 170)",1.6268691697052549,1.1470028421269987,Cam
2208,N/A,17.9501,6.430,5.160,G8V,"rgb(255, 219, 227)",1.6284286965197015,0.185478647662365,Ori
2207,N/A,181.8182,6.580,0.282,B8Vnn,"rgb(193, 189, 0)",1.629937782970856,0.32603354265554874,Ori
2226,N/A,286.5330,6.520,-0.766,B7V,"rgb(190, 186, 0)",1.6299542521307426,-0.5130524883376937,CMa
2225,N/A,16.7224,6.370,5.254,G5V,"rgb(255, 217, 222)",1.6308137126584668,-0.41646938248925375,CMa
2188,N/A,127.8772,6.070,0.536,K1III,"rgb(255, 207, 193)",1.6308169031881221,0.89312806973924,Aur
2218,N/A,94.2507,5.830,0.959,G8III,"rgb(255, 211, 204)",1.6314635116015503,-0.06529928797076251,Ori
2214,N/A,162.0746,5.860,-0.189,A6m,"rgb(239, 217, 0)",1.6339614854027404,0.31252480906267754,Ori
2224,N/A,196.0784,5.830,-0.632,B5V,"rgb(182, 180, 0)",1.634551954262219,-0.07973462331019124,Mon
2220,N/A,20.8160,5.200,3.608,F6V,"rgb(255, 226, 251)",1.6355829448977466,0.33434309173483245,Ori
2227,N/A,152.6718,3.990,-1.929,K3III,"rgb(255, 198, 172)",1.6356158788370023,-0.10951550296921,Mon
2216,N/A,117.9245,3.310,-2.048,M3III,"rgb(255, 0, 152)",1.6357124064025486,0.39281774360695004,Gem
2283,N/A,31.4268,6.620,4.133,F8V,"rgb(255, 222, 237)",1.6366853429851964,-1.2514493797996276,Men
