hr,proper,ra,dec,dist,mag,absmag,spect,ci,con
1360,NaN,4.344790,6.130798,110.6195,5.760,0.541,G8III-IV,0.914,Tau
1363,NaN,4.345232,-7.592493,242.1308,5.850,-1.070,B5III,-0.124,Eri
1361,NaN,4.346966,9.224818,103.8422,6.520,1.438,A4V,0.148,Tau
1358,NaN,4.347977,13.864427,47.4158,6.150,2.770,F6V...,0.456,Tau
1456,NaN,4.349455,-81.579920,52.0562,5.780,2.198,F0/F2III,0.359,Men
1366,NaN,4.357511,-0.098170,143.0615,5.860,0.082,K2,1.320,Eri
1374,NaN,4.358698,-25.728580,58.7544,6.080,2.235,F2V,0.371,Eri
1350,NaN,4.359211,46.498878,155.5210,4.800,-1.159,B4IV,-0.022,Per
1335,NaN,4.363227,60.735625,136.7989,5.400,-0.280,M0III,1.497,Cam
1342,NaN,4.364392,56.506317,96.9932,5.910,0.976,A3V,0.112,Cam
1395,NaN,4.364796,-63.386391,117.9245,5.240,-0.118,G7III,0.955,Ret
1368,NaN,4.367643,14.077198,44.3853,5.720,2.484,A3m,0.315,Tau
1370,NaN,4.372981,20.821416,714.2857,5.910,-3.359,M0III,1.660,Tau
1369,NaN,4.376373,25.629314,89.2857,5.380,0.626,B9V,-0.041,Tau
1485,NaN,4.380854,-82.899078,100.7049,6.770,1.755,A7IV/V,0.209,Men
1373,NaN,4.382247,17.542514,47.7099,3.770,0.377,G8III,0.983,Tau
1352,NaN,4.382758,59.616182,142.0455,6.180,0.418,A4V,0.108,Cam
1384,NaN,4.384909,-24.892157,153.6098,5.810,-0.122,K5III,1.507,Eri
1386,NaN,4.385488,-35.544815,282.4859,6.380,-0.875,K1III,1.242,Eri
1376,NaN,4.390294,16.777260,49.9002,5.640,2.149,A1m,0.310,Tau
1375,NaN,4.392324,20.982044,170.0680,6.000,-0.153,B8IV-V,0.029,Tau
1371,NaN,4.393281,42.427909,177.3050,6.250,0.006,A1sp...,0.023,Per
1383,NaN,4.394681,-3.745470,64.1026,5.170,1.136,A2V,0.072,Eri
1381,NaN,4.397729,9.460968,121.3592,5.100,-0.320,A3V,0.074,Tau
1378,NaN,4.399934,24.300992,278.5515,6.340,-0.885,B3V,0.173,Tau
1393,NaN,4.400613,-34.016846,90.8265,3.970,-0.821,K4III,1.468,Eri
1380,NaN,4.401599,17.444130,49.4805,4.800,1.328,A7V,0.154,Tau
1405,NaN,4.403405,-57.071337,27.7008,6.280,4.068,G4V+...,0.659,Dor
1377,NaN,4.408098,34.130758,137.3626,5.730,0.041,B8V,-0.054,Per
1379,NaN,4.410404,33.959686,40.6174,5.770,2.726,F4V,0.400,Per
1398,NaN,4.415681,-34.757477,89.7666,6.550,1.784,F3/F5IV,0.445,Eri
1385,NaN,4.415868,19.042013,50.5306,5.970,2.452,F4V,0.378,Tau
1416,NaN,4.418153,-61.238193,215.0538,5.940,-0.723,K4/K5III,1.533,Ret
1404,NaN,4.421976,-44.160897,36.8868,6.380,3.546,F6V,0.457,Cae
1387,NaN,4.422822,22.293874,47.1921,4.210,0.841,A7IV-V,0.136,Tau
1388,NaN,4.423614,22.199998,45.3926,5.270,1.985,A7V,0.250,Tau
1389,NaN,4.424828,17.927910,45.5373,4.300,1.008,A2IV,0.049,Tau
1391,NaN,4.427032,15.941010,47.1698,6.440,3.072,F7V,0.509,Tau
1390,NaN,4.435084,31.438911,77.6398,5.290,0.840,K1III,0.986,Per
1392,NaN,4.438461,22.813583,47.1476,4.280,0.913,A8Vn,0.263,Tau
1394,NaN,4.439094,15.618265,49.0918,4.480,1.025,F0V...,0.262,Tau
1397,NaN,4.439195,8.590269,198.0198,6.060,-0.424,B6IV,-0.010,Tau
1396,NaN,4.443437,14.713782,127.7139,4.690,-0.841,G8III,0.979,Tau
1410,NaN,4.449147,-24.081323,97.6562,6.110,1.162,A3V,0.143,Eri
1400,NaN,4.450194,2.079409,105.3741,6.230,1.116,K1III,1.087,Tau
1382,NaN,4.450241,57.585290,228.3105,6.280,-0.513,A0III,0.063,Cam
1317,NaN,4.450806,80.824159,296.7359,5.420,-1.942,G6III:,1.179,Cep
1418,NaN,4.451654,-46.947505,33.1345,6.100,3.499,F8V,0.470,Cae
1399,NaN,4.454847,22.996337,115.8749,5.530,0.210,B7V,-0.098,Tau
1402,NaN,4.457991,11.212300,180.1802,5.870,-0.409,B8IV,0.049,Tau
1435,NaN,4.462788,-62.521206,109.7695,5.740,0.538,K0III,1.005,Ret
1403,NaN,4.466883,21.619907,47.1254,5.720,2.354,Am,0.270,Tau
1413,NaN,4.467677,1.858605,94.2507,6.140,1.269,G9III,1.018,Tau
1429,NaN,4.469296,-41.959833,364.9635,6.410,-1.401,M1III,1.614,Cae
1289,NaN,4.470359,83.807790,232.0186,5.510,-1.318,B5V,-0.106,Cep
1408,NaN,4.473167,14.740974,57.5705,5.900,2.099,F0IV,0.325,Tau
1407,NaN,4.473992,16.359672,57.2410,4.960,1.171,K2IIIvar,1.137,Tau
1415,NaN,4.475589,1.380821,117.3709,5.530,0.182,B3V,-0.099,Tau
1411,NaN,4.476248,15.962181,47.3261,3.840,0.464,G7III,0.952,Tau
1409,NaN,4.476943,19.180431,44.9640,3.530,0.266,K0III,1.014,Tau
1421,NaN,4.477510,-19.458874,94.5180,5.950,1.072,K2III,1.215,Eri
1412,NaN,4.477705,15.870883,46.1042,3.400,0.081,A7III,0.179,Tau
1414,NaN,4.480601,13.047602,48.8520,5.020,1.576,A7V,0.215,Tau
1406,NaN,4.481108,30.361492,51.5996,6.380,2.817,F7V,0.547,Tau
1423,NaN,4.485257,-13.048370,465.1163,5.610,-2.728,B2V:ne,-0.202,Eri
1433,NaN,4.488909,-46.515270,122.5490,6.130,0.688,K1III,1.062,Cae
1420,NaN,4.495238,10.521860,232.0186,6.770,-0.058,B5V,0.086,Tau
1304,NaN,4.500159,83.340379,94.2507,5.470,0.599,G8III,0.855,Cep
1425,NaN,4.500636,10.262214,119.4743,6.470,1.084,G8III,1.038,Tau
1422,NaN,4.502388,15.637840,45.8295,5.580,2.274,F0V...,0.324,Tau
1431,NaN,4.502779,-13.592372,143.6782,6.220,0.433,K0III,1.001,Eri
1427,NaN,4.509342,16.194014,43.1965,4.780,1.603,A6IV,0.170,Tau
1430,NaN,4.510378,13.724402,45.2080,5.400,2.124,F0V,0.263,Tau
1419,NaN,4.510669,32.457768,115.0748,6.180,0.875,B9.5Vn,-0.026,Per
1428,NaN,4.510802,15.691879,44.9236,5.470,2.208,Am,0.258,Tau
1439,NaN,4.511203,-35.653504,120.4819,5.950,0.545,K0II,1.005,Eri
1443,NaN,4.513916,-44.953749,215.9827,5.070,-1.602,B2IV-V,-0.194,Cae
1424,NaN,4.523361,40.010193,369.0037,6.250,-1.585,B8V,0.009,Per
1438,NaN,4.523848,-13.644222,112.8668,6.250,0.987,A2/A3V,0.086,Eri
1432,NaN,4.531043,15.851560,45.1671,6.010,2.736,F4V...,0.338,Tau
1437,NaN,4.531296,-0.044011,201.2072,4.910,-1.608,K3II-III,1.320,Eri
1417,NaN,4.533845,53.910830,100000.0000,5.780,-14.220,B0III SB,0.119,Cam
1436,NaN,4.534669,5.410035,43.4972,6.370,3.178,F5V,0.420,Tau
1441,NaN,4.543765,-3.209541,145.7726,5.760,-0.058,B9III,-0.117,Eri
1447,NaN,4.556135,-10.785333,227.7904,6.060,-0.728,K0,1.379,Eri
1434,NaN,4.556917,43.063893,59.1716,6.090,2.229,F0V,0.370,Per
1401,NaN,4.558511,72.528605,101.7294,5.940,0.903,A8m,0.306,Cam
1453,NaN,4.558490,-29.766492,38.9560,4.490,1.537,K0III,0.972,Eri
1442,NaN,4.559180,18.016722,134.2282,6.240,0.601,B9IVn,0.077,Tau
1475,NaN,4.559453,-62.823677,45.1467,5.790,2.517,K1III,1.028,Ret
1446,NaN,4.563382,9.413567,170.9402,6.010,-0.154,G8III,1.061,Tau
1444,NaN,4.564143,14.844424,48.5201,4.650,1.220,A8V,0.255,Tau
1449,NaN,4.565202,-6.738908,253.8071,5.710,-1.313,B9p Si,-0.128,Eri
1465,NaN,4.566598,-55.044975,51.7063,3.300,-0.268,A0V:,-0.079,Dor
1448,NaN,4.568963,5.568616,148.5884,5.670,-0.190,A2Vs,0.055,Tau
1451,NaN,4.569897,-8.231352,304.8780,5.200,-2.221,M3III,1.708,Eri
1452,NaN,4.569936,-8.970258,233.1002,5.240,-1.598,K4III,1.465,Eri
1450,NaN,4.570609,-6.837809,219.7802,6.090,-0.620,K2III,1.384,Eri
1445,NaN,4.577220,28.961150,148.8095,5.880,0.017,B9p...,-0.048,Tau
1461,NaN,4.583530,-19.921384,108.6957,6.120,0.939,K2IIICN...,1.174,Eri
1460,NaN,4.587255,-9.736373,197.6285,6.740,0.261,A1m,0.039,Eri
1464,NaN,4.592512,-30.562341,65.5738,3.810,-0.274,G8III,0.957,Eri
1458,NaN,4.594239,10.160790,47.8927,4.250,0.849,A5m,0.184,Tau
1455,NaN,4.595156,19.881791,133.8688,6.330,0.697,G5II-III+..,0.754,Tau
1457,Aldebaran,4.598677,16.509301,20.4332,0.870,-0.682,K5III,1.538,Tau
1462,NaN,4.600465,-3.611641,251.2563,6.340,-0.661,B7III,-0.100,Eri
1463,NaN,4.605317,-3.352459,207.0393,3.930,-2.650,B2III SB,-0.210,Eri
1440,NaN,4.606727,64.261602,135.1351,5.910,0.256,A1V,-0.009,Cam
1459,NaN,4.608092,23.340855,47.5285,6.010,2.625,F5IV,0.380,Tau
1454,NaN,4.611508,41.264808,244.4988,4.250,-2.691,G8II comp,1.171,Per
1492,NaN,4.612677,-62.077154,54.6150,5.590,1.903,M8e,1.500,Dor
1476,NaN,4.614148,-30.716779,127.3885,6.280,0.754,Ap...,-0.095,Eri
1469,NaN,4.620465,0.998314,261.0966,5.320,-1.764,B7V,-0.107,Tau
1474,NaN,4.626703,-2.473548,29.4291,5.220,2.876,F0V,0.283,Eri
1472,NaN,4.635956,16.033291,49.8256,5.780,2.293,F0V,0.312,Tau
1473,NaN,4.635961,12.510838,47.0810,4.270,0.906,A6V,0.122,Tau
1481,NaN,4.636340,-14.304020,33.6814,3.860,1.223,K1III,1.082,Eri
1471,NaN,4.637731,20.684722,101.1122,5.850,0.826,B8V,-0.019,Tau
1531,NaN,4.639372,-77.656003,157.7287,6.050,0.060,K2III,1.080,Men
1470,NaN,4.641531,26.939263,62.5782,6.560,2.578,F2V:,0.344,Tau
1483,NaN,4.648210,-12.123121,71.3267,4.990,0.724,A0V,0.074,Eri
1498,NaN,4.651194,-51.672752,214.1328,6.450,-0.203,K2III,1.321,Pic
1480,NaN,4.651710,7.870976,49.1642,5.380,1.922,A5m,0.257,Tau
1478,NaN,4.652560,15.799846,45.0857,5.080,1.810,A4m,0.141,Tau
1479,NaN,4.654583,15.917977,47.6872,4.670,1.278,A5Vn,0.147,Tau
1487,NaN,4.655475,-14.359192,60.1323,5.460,1.564,K0III,1.054,Eri
1477,NaN,4.656430,25.218274,106.2699,6.210,1.078,A5Vn,0.176,Tau
1488,NaN,4.663117,-1.052459,219.7802,6.110,-0.600,K0,0.943,Eri
1467,NaN,4.665190,53.079535,129.5337,5.070,-0.492,K0III SB,1.079,Cam
1466,NaN,4.666126,53.473021,44.4642,5.360,2.120,A8V,0.331,Cam
1484,NaN,4.667616,12.197609,127.7139,5.450,-0.081,B8IV,-0.121,Tau
1495,NaN,4.668557,-24.482368,107.4114,5.560,0.405,G6/G8III,0.926,Eri
1504,NaN,4.671594,-58.943909,30.5998,6.530,4.101,G5V,0.677,Dor
1496,NaN,4.674031,-19.671493,112.9944,4.320,-0.945,M3/M4III,1.599,Eri
1502,NaN,4.676039,-41.863752,20.1654,4.440,2.917,F2V,0.342,Cae
1490,NaN,4.688822,28.614994,116.9591,5.730,0.390,A2V,0.018,Tau
1482,NaN,4.690032,48.300881,90.9091,5.660,0.867,A0V,0.002,Per
1489,NaN,4.697283,38.280182,31.8674,5.970,3.453,G0V,0.593,Per
1503,NaN,4.700965,-37.144297,28.6697,5.040,2.753,F3V,0.391,Cae
1497,NaN,4.704084,22.956926,122.1001,4.270,-1.164,B3V,-0.112,Tau
1516,NaN,4.712899,-50.481334,114.8106,5.300,0.000,K0/K1III,0.977,Pic
1494,NaN,4.715089,43.365138,73.9645,5.300,0.955,A1Vn,0.028,Per
1541,NaN,4.717764,-70.931027,150.6024,5.530,-0.359,B9IV,-0.114,Men
1509,NaN,4.719249,-30.765557,196.8504,5.660,-0.811,K3III,1.391,Cae
1499,NaN,4.720488,24.088920,48.2625,6.180,2.762,F7IV-V,0.544,Tau
1486,NaN,4.721602,59.521134,150.8296,6.510,0.618,A7IV,0.239,Cam
1493,NaN,4.722665,49.973789,209.6436,5.860,-0.747,B9III,0.013,Per
1505,NaN,4.726318,-8.794317,653.5948,5.980,-3.097,F4IIIp (Sr),0.645,Eri
1518,NaN,4.728964,-41.064788,226.7574,6.240,-0.538,K3/K4III,1.468,Cae
1501,NaN,4.730068,32.865459,60.2047,6.490,2.592,A8V,0.311,Aur
1508,NaN,4.734811,-8.503571,100000.0000,5.780,-14.220,B2Ve,-0.076,Eri
1513,NaN,4.735550,-18.666586,93.8086,5.530,0.669,A1V,0.025,Eri
1500,NaN,4.736949,40.786454,187.6173,6.090,-0.276,B8IVn,0.040,Per
1530,NaN,4.739205,-59.732733,67.0241,5.280,1.149,A8/A9III/IV,0.206,Dor
1507,NaN,4.740508,11.146137,45.8295,5.390,2.084,F0V,0.251,Ori
1540,NaN,4.749419,-63.229715,148.8095,6.460,0.597,K0/K1III,1.077,Dor
1521,NaN,4.751156,-21.283383,218.3406,5.720,-0.976,K4III,1.476,Eri
1520,NaN,4.758375,-3.254657,160.0000,4.010,-2.011,B5IV,-0.148,Eri
1512,NaN,4.761796,23.627996,210.5263,6.340,-0.277,B5III,0.058,Tau
1524,NaN,4.763795,-34.005004,203.2520,6.850,0.310,A0V,0.002,Cae
1526,NaN,4.765406,-39.356619,97.2763,6.040,1.100,K1III,1.065,Cae
1468,NaN,4.766786,76.611042,32.3206,6.460,3.913,F7V,0.512,Cam
1519,NaN,4.767150,11.705591,72.1501,5.350,1.059,Am...,0.197,Ori
1517,NaN,4.771341,18.734693,80.1925,5.990,1.469,K4III,1.221,Tau
1522,NaN,4.773379,-2.954532,99.1080,6.330,1.349,A2V,0.041,Ori
1525,NaN,4.773819,-28.087444,56.1798,6.180,2.432,A2IV/V,0.189,Eri
1514,NaN,4.779021,40.312590,132.8021,5.990,0.374,G9III,0.934,Per
1532,NaN,4.793413,-16.934456,13.2767,5.490,4.875,G3V,0.632,Eri
1539,NaN,4.797104,-30.020372,131.7523,6.350,0.751,K0III,1.071,Cae
1511,NaN,4.800069,56.757183,52.7704,5.290,1.678,A3m,0.246,Cam
1515,NaN,4.801942,55.602611,52.3560,6.320,2.725,F0,0.320,Cam
1538,NaN,4.809037,-16.329484,41.7188,5.760,2.658,F8V,0.537,Eri
1548,NaN,4.809384,-43.979979,219.7802,6.720,0.010,G8III,0.948,Cae
1536,NaN,4.810107,-5.674045,26.4201,5.770,3.660,F8V,0.631,Eri
1534,NaN,4.812396,3.588526,210.5263,6.040,-0.577,K1III,1.200,Ori
1491,NaN,4.813968,75.941219,47.0588,5.960,2.597,A9IV,0.283,Cam
1529,NaN,4.820235,31.437375,65.8328,5.570,1.478,K2III,1.132,Aur
1528,NaN,4.821965,32.588191,83.7521,5.840,1.225,A8m,0.250,Aur
1545,NaN,4.828402,-13.769669,33.8066,6.270,3.625,F3/F5V,0.456,Eri
1537,NaN,4.828912,15.904221,333.3333,6.090,-1.524,K3III,1.551,Tau
1543,NaN,4.830669,6.961276,8.0684,3.190,3.656,F6V,0.484,Ori
1533,NaN,4.831846,37.488275,154.3210,4.890,-1.052,K4II,1.447,Aur
1549,NaN,4.836560,-16.217159,72.3066,5.030,0.734,K0III,0.992,Eri
1557,NaN,4.837828,-41.320848,52.5486,6.060,2.457,F1III-IV,0.408,Cae
1510,NaN,4.843441,70.941528,207.0393,6.360,-0.220,A0IV,-0.069,Cam
1544,NaN,4.843534,8.900176,68.8231,4.350,0.161,A1Vn,0.010,Ori
1563,NaN,4.848706,-53.461508,41.5628,5.580,2.486,F0IV...,0.341,Pic
1564,NaN,4.849036,-53.459698,38.5356,6.420,3.491,F0IV,0.483,Pic
1535,NaN,4.852594,48.740685,97.1817,5.640,0.702,G9III,1.013,Aur
1552,NaN,4.853434,5.605104,322.5806,3.680,-3.863,B2III SB,-0.157,Ori
1547,NaN,4.856239,18.839861,51.2558,5.080,1.531,A7IV-V,0.214,Tau
1559,NaN,4.857837,-34.906286,82.1693,5.820,1.246,A2/A3V,0.105,Cae
1553,NaN,4.862051,9.975078,186.9159,6.110,-0.248,B5V,0.060,Ori
1527,NaN,4.868109,63.505421,152.9052,5.470,-0.452,M2III,1.559,Cam
1556,NaN,4.875545,14.250642,199.6008,4.710,-1.791,M3Sv,1.773,Ori
1551,NaN,4.877218,36.703187,184.5018,4.790,-1.540,K3III,1.414,Aur
1554,NaN,4.879754,27.897485,106.3830,5.970,0.836,F2IV,0.368,Tau
1550,NaN,4.879933,42.586626,138.8889,5.680,-0.033,A3III,0.115,Aur
1560,NaN,4.881575,-5.452695,72.0461,4.360,0.072,A9IV,0.257,Eri
1606,NaN,4.884919,-72.407680,32.4465,6.280,3.724,F8V,0.521,Men
1546,NaN,4.886052,52.841155,137.3626,6.400,0.711,A2V,0.068,Cam
1562,NaN,4.889659,2.508225,181.1594,5.330,-0.960,M1III,1.632,Ori
1598,NaN,4.891803,-66.675413,366.3004,6.430,-1.389,M0/M1III,1.640,Dor
1565,NaN,4.898835,1.569369,201.6129,6.610,0.087,A1Vn,0.042,Ori
1542,NaN,4.900836,66.342678,100000.0000,4.260,-15.740,O9.5Ia SB:,-0.008,Cam
1567,NaN,4.904193,2.440672,411.5226,3.710,-4.362,B2III SB,-0.179,Ori
1569,NaN,4.913027,11.426006,69.9790,5.180,0.955,A3V,0.121,Ori
1571,NaN,4.913273,7.779097,147.7105,5.330,-0.517,K1III,1.214,Ori
1574,NaN,4.914086,0.467167,222.2222,5.980,-0.754,B5V,-0.116,Ori
1558,NaN,4.914233,44.060861,95.6023,6.060,1.158,A0V,-0.032,Aur
1597,NaN,4.914717,-58.547652,30.4044,6.110,3.695,F3V,0.442,Dor
1570,NaN,4.914924,10.150833,35.6633,4.640,1.879,A0V,0.085,Ori
1584,NaN,4.915226,-39.628607,377.3585,6.110,-1.774,K3III,1.423,Cae
1566,NaN,4.916211,19.485388,64.3501,6.360,2.317,F3IV,0.292,Tau
1555,NaN,4.917537,55.259109,190.1141,5.520,-0.875,B9.5V,0.015,Cam
1579,NaN,4.918562,-16.740670,145.1379,5.710,-0.099,G8/K0III,0.953,Eri
1629,NaN,4.919765,-74.936852,204.9180,5.470,-1.088,K6III,1.518,Men
1581,NaN,4.921847,-16.417767,85.3242,5.710,1.055,G6/G8III,0.874,Eri
1583,NaN,4.925050,-25.727758,91.9118,6.710,1.893,A8V+...,0.271,Lep
1576,NaN,4.930598,15.040278,111.4827,5.790,0.554,B9V,-0.085,Ori
1578,NaN,4.932875,5.399024,131.0616,6.500,0.913,A0V,0.025,Ori
1561,NaN,4.935299,52.869761,129.7017,5.750,0.185,A2Vs,0.105,Cam
1575,NaN,4.937661,24.592218,42.6985,6.330,3.178,F0,0.351,Tau
1573,NaN,4.938913,36.168537,100000.0000,6.100,-13.900,B2Ib,0.352,Aur
1580,NaN,4.939521,13.514466,57.0125,4.060,0.280,K2III,1.158,Ori
1582,NaN,4.940052,-5.171356,227.2727,5.500,-1.283,B6V,-0.123,Eri
1577,Hassaleh,4.949894,33.166090,151.2859,2.690,-3.209,K3IIvar,1.490,Aur
1591,NaN,4.954775,-1.067258,84.3882,6.250,1.619,F2,0.423,Ori
1568,NaN,4.954780,53.752101,114.0251,4.430,-0.855,A1V,-0.017,Cam
1585,NaN,4.956206,17.153677,146.1988,5.510,-0.315,K1III,1.304,Tau
1595,NaN,4.962412,-14.231920,416.6667,6.150,-1.949,B2V,-0.202,Eri
1586,NaN,4.963513,23.948562,139.6648,5.790,0.065,G8III:,1.109,Tau
1590,NaN,4.969275,25.050405,87.1840,5.790,1.088,A0V,0.018,Tau
1596,NaN,4.969698,-2.212738,133.3333,6.340,0.715,A2V,0.110,Ori
1601,NaN,4.975806,1.714016,289.8551,4.470,-2.841,K2IIvar,1.369,Ori
1716,NaN,4.980829,-82.470512,113.1222,5.840,0.572,G8III,0.932,Men
1600,NaN,4.983170,14.543240,349.6503,6.140,-1.578,B7V,0.156,Ori
1604,NaN,4.983713,-16.376027,40.4694,5.650,2.614,F5V,0.447,Lep
1592,NaN,4.987612,37.890245,52.2739,4.930,1.339,A1V,0.037,Aur
1607,NaN,4.993430,-14.806255,413.2231,8.080,-0.001,C76e,2.700,Lep
1588,NaN,4.996204,53.155451,176.3668,6.090,-0.142,K4III,1.462,Cam
1608,NaN,4.997348,-10.263325,53.9665,5.390,1.729,G4V,0.797,Eri
1611,NaN,4.998816,-12.537416,88.9680,4.780,0.034,F0V,0.267,Eri
1682,NaN,5.003688,-78.300009,273.9726,6.290,-0.899,K5/M0III,1.517,Men
1599,NaN,5.005095,39.394701,59.7372,5.950,2.069,F5V,0.415,Aur
1523,NaN,5.005755,81.194088,117.7856,5.090,-0.265,K3III,1.304,Cep
1602,NaN,5.006449,39.654653,336.7003,6.460,-1.176,K4Iab:,1.677,Aur
1609,NaN,5.009039,3.614792,115.8749,7.030,1.710,B9Vn,-0.033,Ori
1610,NaN,5.009426,3.615749,34.1530,6.650,3.983,B9Vn,-0.053,Ori
1613,NaN,5.011058,-2.066032,49.6032,6.310,2.832,A8IV,0.293,Ori
1614,NaN,5.013611,-5.753675,8.7078,6.220,6.520,K3V,1.049,Eri
1621,NaN,5.023772,-20.051918,60.6796,4.910,0.995,B9V,-0.047,Lep
1617,NaN,5.023985,-7.173965,226.7574,4.800,-1.978,B3V,-0.164,Eri
1631,NaN,5.026257,-39.718046,111.8568,6.020,0.777,G8III,0.893,Cae
1593,NaN,5.026676,61.077996,35.5999,6.030,3.273,F4V,0.448,Cam
1618,NaN,5.030654,0.722112,145.1379,5.910,0.101,K0,1.267,Ori
1605,NaN,5.032815,43.823308,653.5948,3.030,-6.047,F0Ia,0.537,Aur
1619,NaN,5.033340,1.608865,187.2659,6.450,0.088,B8V,-0.050,Ori
1628,NaN,5.036060,-26.275029,71.4796,5.010,0.739,K1III,1.056,Lep
1572,NaN,5.038832,74.269368,208.7683,6.050,-0.548,K5III,1.562,Cam
1635,NaN,5.039668,-31.771333,95.5110,5.920,1.020,K2III,1.170,Cae
1612,NaN,5.041301,41.075837,240.9639,3.690,-3.220,K4II comp,1.154,Aur
1677,NaN,5.045279,-71.314300,243.3090,5.300,-1.631,G8III,0.996,Men
1634,NaN,5.045828,-22.795052,143.4720,5.740,-0.044,K1IV,1.188,Lep
1625,NaN,5.045943,-4.210121,91.9118,5.860,1.043,K3,1.212,Eri
1649,NaN,5.046861,-49.151407,26.0756,5.370,3.289,F2V,0.421,Pic
1594,NaN,5.047327,66.822974,27.7624,6.200,3.983,F6V:,0.509,Cam
1620,NaN,5.051596,21.589962,52.9661,4.620,1.000,A7V,0.155,Tau
1615,NaN,5.055177,41.441646,609.7561,6.110,-2.816,A2sh,0.188,Aur
1603,NaN,5.056970,60.442245,267.3797,4.030,-3.106,G0Ib,0.921,Cam
1640,NaN,5.064479,-14.370231,568.1818,6.420,-2.352,B2IV,-0.187,Lep
1645,NaN,5.064797,-24.388151,58.1734,5.610,1.786,A2IV,0.094,Lep
1651,NaN,5.064986,-41.744950,31.7460,6.300,3.792,F8V,0.528,Cae
1587,NaN,5.070216,73.763887,473.9336,6.210,-2.169,K0,1.609,Cam
1626,NaN,5.070712,30.494588,180.8318,6.140,-0.146,K0II-III,1.208,Aur
1633,NaN,5.072663,21.277931,148.5884,6.200,0.340,K0,1.324,Tau
1652,NaN,5.073440,-35.482978,55.5864,4.550,0.825,K2III,1.177,Cae
1653,NaN,5.073931,-35.705109,98.3284,6.320,1.357,F2IV/V,0.311,Cae
1638,NaN,5.076153,15.404105,111.9821,4.650,-0.596,A0p Si,-0.064,Ori
1627,NaN,5.076921,32.320271,97.2763,6.590,1.650,A4m,0.277,Aur
1632,NaN,5.077212,27.696024,101.8330,6.620,1.581,F0III,0.238,Tau
1589,NaN,5.077683,74.066955,171.2329,6.100,-0.068,A1V,0.018,Cam
1646,NaN,5.081813,-3.039675,357.1429,6.040,-1.724,B5IV,-0.117,Ori
1663,NaN,5.082776,-49.577837,136.0544,5.050,-0.619,M2IIIvar,1.484,Pic
1667,NaN,5.083502,-54.407401,253.1646,6.260,-0.757,M2III,1.554,Pic
1655,NaN,5.087832,-26.152391,76.2195,5.710,1.300,K2III,1.166,Lep
1648,NaN,5.089921,1.177627,377.3585,6.100,-1.784,N5,3.332,Ori
1654,NaN,5.091018,-22.371032,65.4022,3.190,-0.888,K4III,1.460,Lep
1674,NaN,5.091853,-57.472704,11.6455,4.710,4.379,F7V,0.526,Dor
1642,NaN,5.092250,19.806723,137.7410,6.480,0.785,A5m,0.219,Tau
1639,NaN,5.100256,35.936388,105.5966,6.490,1.372,A5V,0.184,Aur
1622,NaN,5.102349,58.972372,210.0840,5.220,-1.392,B2.5Ve,-0.080,Cam
1700,NaN,5.102575,-73.037673,134.9528,6.260,0.609,A0V,0.010,Men
1623,NaN,5.103372,59.021340,218.8184,6.080,-0.620,K0III,1.112,Cam
1630,NaN,5.106139,54.405185,176.9912,7.170,0.930,G5,1.023,Cam
1624,NaN,5.108245,61.169756,143.8849,6.000,0.210,K5II,1.380,Cam
1641,NaN,5.108580,41.234474,74.6269,3.180,-1.184,B3V,-0.148,Aur
1661,NaN,5.110206,-13.122622,113.6364,6.040,0.762,B9.5/A0IV,-0.030,Lep
1637,NaN,5.111289,51.597720,26.2881,4.980,2.881,F0V,0.343,Aur
1657,NaN,5.112681,-4.655163,94.6970,5.120,0.238,B9.5V,-0.059,Eri
1644,NaN,5.113766,43.174705,238.0952,6.200,-0.684,F2IIp...,0.444,Aur
1665,NaN,5.123600,-12.491269,36.6972,5.970,3.147,G2V,0.606,Lep
1656,NaN,5.124164,18.645052,15.4345,4.910,3.968,G4V,0.657,Tau
1695,NaN,5.126116,-63.399679,173.3102,5.190,-1.004,M3III,1.646,Dor
1662,NaN,5.127309,9.471780,27.6702,6.150,3.940,G1IV,0.625,Ori
1658,NaN,5.130111,20.418379,58.1058,5.280,1.459,A5V,0.118,Tau
1666,Cursa,5.130829,-5.086446,27.3973,2.780,0.591,A3IIIvar,0.161,Eri
1664,NaN,5.131359,8.498429,64.6412,5.330,1.277,Am,0.338,Ori
1660,NaN,5.132066,21.704821,331.1258,5.840,-1.760,B2Ve,0.168,Tau
1659,NaN,5.135173,24.265175,458.7156,5.500,-2.808,B2V...,0.030,Tau
1680,NaN,5.137427,-35.718283,149.0313,6.510,0.644,K1III,1.087,Col
1671,NaN,5.138942,-8.665324,208.7683,5.800,-0.798,B8V,-0.059,Eri
1673,NaN,5.145472,-4.456207,25.4582,5.110,3.081,F2V,0.455,Eri
1679,NaN,5.152440,-8.754081,248.7562,4.250,-2.729,B2IVn,-0.187,Eri
1672,NaN,5.155456,9.829579,54.7046,5.430,1.740,A2m,0.249,Ori
1636,NaN,5.160181,69.639401,120.6273,6.430,1.023,K1III,1.101,Cam
1676,NaN,5.161654,15.597232,165.0165,4.810,-1.278,F2IV,0.313,Ori
1647,NaN,5.162367,64.919490,39.8248,6.370,3.369,F3V:,0.448,Cam
1670,NaN,5.162524,28.030461,52.6039,5.930,2.325,A5m,0.311,Tau
1681,NaN,5.167573,-0.565323,99.7009,6.110,1.117,K0III,1.098,Ori
