hr,proper,ra,dec,dist,mag,absmag,spect,ci,con
990,N/A,3.269807,-30.827468,160.7717,6.640,0.609,B9V,"rgb(202, 166, 0)",For
969,N/A,3.270057,50.937664,242.1308,5.040,-1.880,G5II,"rgb(255, 173, 188)",Per
978,N/A,3.276442,32.184018,134.5895,5.980,0.335,G8IV,"rgb(255, 176, 198)",Per
988,N/A,3.276602,-9.154676,34.1763,6.140,3.471,F1V,"rgb(255, 192, 254)",Eri
979,N/A,3.286515,40.482979,197.6285,6.440,-0.039,B9p,"rgb(203, 167, 0)",Per
998,N/A,3.290722,-47.751664,156.9859,5.840,-0.139,K2III,"rgb(255, 170, 179)",Hor
967,N/A,3.292093,65.658367,168.9189,6.410,0.272,A3V,"rgb(220, 174, 0)",Cam
1006,N/A,3.295903,-62.575322,12.0077,5.530,5.133,G2V,"rgb(255, 185, 229)",Ret
986,N/A,3.296042,39.283373,153.3742,5.970,0.041,A2IV,"rgb(217, 173, 0)",Per
982,N/A,3.296485,44.025024,224.2152,5.490,-1.263,B8V...,"rgb(197, 163, 0)",Per
1014,N/A,3.299728,-66.926853,54.9451,6.030,2.330,A3V,"rgb(226, 177, 0)",Ret
993,N/A,3.300717,-28.797075,62.3053,5.930,1.957,F3V+...,"rgb(248, 188, 0)",For
1010,N/A,3.303309,-62.506363,12.0322,5.240,4.838,G1V,"rgb(255, 187, 234)",Ret
994,N/A,3.306140,-22.511118,78.3085,4.860,0.391,K0III,"rgb(255, 179, 205)",Eri
992,N/A,3.306229,-0.930288,67.1592,5.620,1.484,K1IV,"rgb(255, 175, 193)",Cet
987,N/A,3.310482,50.222174,195.3125,5.160,-1.294,B3V,"rgb(195, 161, 0)",Per
997,N/A,3.311429,-18.559794,36.9686,5.720,2.881,F3V,"rgb(252, 191, 0)",Eri
991,N/A,3.312174,34.222653,361.0108,4.850,-2.938,K2II,"rgb(255, 163, 161)",Per
989,N/A,3.318787,50.094966,171.8213,5.050,-1.125,B5V,"rgb(196, 162, 0)",Per
996,N/A,3.322693,3.370198,9.1399,4.840,5.035,G5Vvar,"rgb(255, 184, 226)",Cet
1003,N/A,3.325278,-21.757864,93.3707,3.700,-1.151,M3/M4III,"rgb(255, 0, 150)",Eri
1004,N/A,3.326363,-24.122902,299.4012,5.630,-1.751,M1III,"rgb(255, 1, 139)",For
1008,82 G. Eri,3.331944,-43.069784,6.0434,4.260,5.354,G8V,"rgb(255, 184, 223)",Eri
995,N/A,3.332166,27.071134,67.2495,5.910,1.772,G8IV,"rgb(255, 180, 209)",Ari
985,N/A,3.333129,65.652292,233.6449,4.740,-2.103,B2.5Vne,"rgb(189, 157, 0)",Cam
961,N/A,3.338783,77.734740,81.1688,5.440,0.893,A6V,"rgb(234, 182, 0)",Cep
999,N/A,3.338989,29.048458,166.3894,4.470,-1.636,K2II-III,"rgb(255, 162, 158)",Ari
1000,N/A,3.340437,25.662739,91.4077,6.140,1.335,K3III:,"rgb(255, 170, 178)",Ari
1013,N/A,3.345889,-26.606506,49.9500,6.400,2.907,F7V,"rgb(255, 188, 239)",For
1007,N/A,3.351890,3.675620,98.9120,5.700,0.724,G8.5III,"rgb(255, 177, 200)",Cet
1005,N/A,3.353784,21.147086,156.0062,5.270,-0.696,B5IV,"rgb(196, 162, 0)",Ari
1016,N/A,3.356670,-23.635135,112.4859,5.500,0.245,G8III,"rgb(255, 179, 207)",Eri
1002,N/A,3.357381,43.329651,46.1681,4.960,1.638,A3V,"rgb(217, 173, 0)",Per
1021,N/A,3.359286,-47.776661,145.9854,6.400,0.578,K0III,"rgb(255, 176, 198)",Hor
1001,N/A,3.364577,49.070905,43.7063,5.940,2.737,F6V,"rgb(255, 190, 247)",Per
1012,N/A,3.369970,27.607553,271.0027,5.550,-1.615,G5III,"rgb(255, 173, 189)",Ari
1018,N/A,3.371190,-25.587802,114.4165,6.360,1.068,A1V,"rgb(212, 171, 0)",For
1015,N/A,3.379234,20.742069,97.3710,5.100,0.158,K3III,"rgb(255, 170, 179)",Ari
1011,N/A,3.386997,49.213269,166.1130,5.320,-0.782,B5V,"rgb(195, 161, 0)",Per
1024,N/A,3.388250,-7.794098,37.1471,6.200,3.350,G2V,"rgb(255, 184, 224)",Eri
1023,N/A,3.394164,4.882105,373.1343,6.370,-1.489,G5III,"rgb(255, 180, 210)",Tau
1031,N/A,3.395727,-32.707089,257.7320,6.510,-0.546,K3III,"rgb(255, 166, 169)",For
1053,N/A,3.400636,-69.624606,196.0784,6.140,-0.322,A4:V+...,"rgb(255, 190, 246)",Hyi
1028,N/A,3.402814,12.629590,140.4494,6.030,0.292,K0III-IV,"rgb(255, 170, 179)",Tau
1022,N/A,3.405132,24.724063,63.7755,5.500,1.477,K4III,"rgb(255, 171, 182)",Ari
1017,Mirphak,3.405378,49.861180,155.2795,1.790,-4.166,F5Ib,"rgb(255, 190, 246)",Per
1027,N/A,3.407255,20.803489,95.6938,6.070,1.166,A1V,"rgb(203, 167, 0)",Ari
1019,N/A,3.408249,33.535962,133.5113,5.780,0.152,A0V,"rgb(208, 170, 0)",Per
1009,N/A,3.411267,64.585996,628.9308,5.130,-3.863,M0II,"rgb(255, 62, 0)",Cam
1030,N/A,3.413554,9.028870,89.2061,3.610,-1.142,G8III,"rgb(255, 179, 206)",Tau
1026,N/A,3.419274,41.257301,180.5054,6.520,0.238,A0V,"rgb(216, 173, 0)",Per
1064,N/A,3.426737,-69.336436,39.4011,5.960,2.982,F3V,"rgb(255, 191, 253)",Hyi
1020,N/A,3.429966,53.921522,80.9061,6.510,1.970,A9III-IV,"rgb(243, 186, 0)",Per
1042,N/A,3.432177,-35.920885,107.8749,6.390,1.225,A1IV,"rgb(220, 175, 0)",For
1029,N/A,3.432604,49.120757,159.4896,6.090,0.076,B7V,"rgb(195, 161, 0)",Per
1049,N/A,3.436606,-41.636940,140.2525,6.330,0.595,A1V,"rgb(217, 173, 0)",Eri
1045,N/A,3.439590,-27.317479,138.5042,5.930,0.223,K0III,"rgb(255, 178, 202)",For
1036,N/A,3.450894,18.756554,122.2494,6.540,1.104,A3V,"rgb(232, 180, 0)",Tau
1038,N/A,3.452820,9.732680,64.1026,3.730,-0.304,B9Vn,"rgb(193, 160, 0)",Tau
1039,N/A,3.455188,12.735289,87.6424,6.290,1.576,A0Vs,"rgb(204, 167, 0)",Tau
1054,N/A,3.459281,-35.681323,139.4700,5.710,-0.012,K2III,"rgb(255, 169, 175)",For
1050,N/A,3.466930,-11.286600,97.6562,5.740,0.792,K2III,"rgb(255, 173, 188)",Eri
1034,N/A,3.467517,49.062866,160.7717,4.990,-1.041,B5V,"rgb(192, 159, 0)",Per
1058,N/A,3.469867,-35.853426,114.2857,6.490,1.200,A1V,"rgb(225, 177, 0)",For
1041,N/A,3.472416,33.807557,117.2333,5.720,0.375,A2V,"rgb(216, 173, 0)",Per
1033,N/A,3.473216,60.255672,178.8909,6.490,0.227,B9V,"rgb(213, 171, 0)",Cam
1048,N/A,3.474046,22.804006,64.4330,6.030,1.984,K0IV,"rgb(255, 177, 201)",Ari
1037,N/A,3.481200,49.848384,160.7717,5.580,-0.451,B6Vn,"rgb(198, 163, 0)",Per
1035,N/A,3.484482,59.940330,595.2381,4.210,-4.663,B9Ia,"rgb(255, 191, 252)",Cam
1044,N/A,3.489456,49.508948,165.2893,4.670,-1.421,B3V,"rgb(191, 159, 0)",Per
1083,N/A,3.489558,-62.937527,21.6826,4.710,3.029,F5IV-V,"rgb(255, 191, 253)",Ret
1047,N/A,3.490633,46.937868,195.3125,6.210,-0.244,B7V,"rgb(225, 177, 0)",Per
1062,N/A,3.493341,-12.674737,128.2051,5.570,0.030,A5III/IV,"rgb(230, 179, 0)",Eri
1060,N/A,3.494205,-6.804458,118.7648,6.010,0.637,G5,"rgb(255, 176, 195)",Eri
1040,N/A,3.498540,58.878750,769.2308,4.550,-4.880,A0Ia SB:,"rgb(255, 189, 245)",Cam
1075,N/A,3.498656,-42.634256,65.4450,5.760,1.681,A5V,"rgb(233, 181, 0)",Eri
1109,N/A,3.499700,-78.351850,98.3284,5.680,0.717,G8III,"rgb(255, 178, 203)",Men
1046,N/A,3.500057,55.451808,60.9013,5.090,1.167,A1V,"rgb(214, 171, 0)",Cam
1043,N/A,3.503039,59.365947,95.1475,6.140,1.248,A2V,"rgb(221, 175, 0)",Cam
1076,N/A,3.503773,-41.369937,34.6981,6.120,3.418,F7V,"rgb(255, 189, 245)",Eri
1032,N/A,3.505387,71.863897,262.4672,6.370,-0.725,M2III,"rgb(255, 11, 102)",Cas
1061,N/A,3.506797,11.336442,110.7420,5.140,-0.082,A0Vn,"rgb(201, 165, 0)",Tau
1052,N/A,3.509579,47.995216,110.2536,4.360,-0.852,K3III,"rgb(255, 166, 169)",Per
1081,N/A,3.510260,-47.375125,120.3369,5.980,0.578,A2V,"rgb(224, 176, 0)",Hor
1051,N/A,3.510262,48.103596,273.9726,5.820,-1.369,B8V,"rgb(202, 166, 0)",Per
1070,N/A,3.510294,-5.075145,123.9157,4.740,-0.726,B9Vs,"rgb(192, 159, 0)",Eri
1067,N/A,3.512617,6.188703,154.0832,5.930,-0.009,G8III,"rgb(255, 177, 201)",Tau
1092,N/A,3.514359,-66.489714,265.9574,5.810,-1.314,B8V,"rgb(198, 163, 0)",Ret
1066,N/A,3.514549,12.936678,104.9318,4.140,-0.965,K0II-III...,"rgb(255, 173, 188)",Tau
1065,N/A,3.522431,27.571823,97.4659,6.610,1.666,A2V,"rgb(215, 172, 0)",Tau
1056,N/A,3.524818,49.209770,149.2537,6.290,0.420,A0Vn,"rgb(218, 174, 0)",Per
1059,N/A,3.530288,49.401093,100000.0000,6.410,-13.590,B9III,"rgb(219, 174, 0)",Per
1082,N/A,3.531568,-25.614149,71.9424,6.380,2.095,A3IV/V,"rgb(224, 177, 0)",For
1063,N/A,3.535721,48.023476,185.5288,5.470,-0.872,B8IIIp Mn,"rgb(190, 158, 0)",Per
965,N/A,3.538820,84.911040,103.0928,5.620,0.554,G3IIp...,"rgb(255, 179, 206)",Cep
1069,N/A,3.540631,46.056862,36.3240,5.300,2.499,F4IIIvar,"rgb(254, 192, 0)",Per
1090,N/A,3.542992,-50.378646,95.7854,5.670,0.764,K3III,"rgb(255, 173, 188)",Hor
1079,N/A,3.543319,9.373438,107.4114,5.760,0.605,B9IV,"rgb(195, 161, 0)",Tau
1072,N/A,3.544160,44.855759,370.3704,6.420,-1.423,B2IV,"rgb(207, 169, 0)",Per
1074,N/A,3.544449,35.461729,675.6757,5.910,-3.239,B1V,"rgb(193, 160, 0)",Per
1096,N/A,3.547642,-61.016872,143.4720,6.420,0.636,K0III,"rgb(255, 175, 194)",Ret
1084,N/A,3.548848,-9.458262,3.2161,3.720,6.183,K2V,"rgb(255, 179, 207)",Eri
1068,N/A,3.558944,58.765240,154.5595,6.450,0.505,A4III,"rgb(229, 179, 0)",Cam
1078,N/A,3.559731,39.899478,56.0538,5.790,2.047,A5m,"rgb(226, 178, 0)",Per
1073,N/A,3.560855,54.974857,74.4048,5.980,1.622,A3V,"rgb(224, 176, 0)",Cam
1071,N/A,3.561455,57.868725,66.9344,6.370,2.242,F7V,"rgb(255, 189, 241)",Cam
1088,N/A,3.563132,-21.632883,89.9281,4.260,-0.509,B9V,"rgb(189, 157, 0)",Eri
1093,N/A,3.565776,-31.080114,41.7711,6.200,3.096,F5V,"rgb(255, 190, 246)",For
1085,N/A,3.568993,17.832828,40.3877,6.140,3.109,K1IVe...,"rgb(255, 179, 206)",Tau
1104,N/A,3.573549,-65.764222,112.1076,6.740,1.492,A3V,"rgb(229, 179, 0)",Ret
1086,N/A,3.574062,24.464393,131.5789,5.950,0.354,A3V,"rgb(224, 177, 0)",Tau
1095,N/A,3.575996,-31.874801,353.3569,6.390,-1.351,K3III,"rgb(255, 165, 166)",For
1091,N/A,3.577075,-9.868261,137.3626,6.250,0.561,A2V,"rgb(213, 171, 0)",Eri
1089,N/A,3.580300,6.417691,134.4086,6.490,0.848,G0,"rgb(255, 185, 229)",Tau
1077,N/A,3.583617,60.041429,53.3618,6.430,2.794,F5V,"rgb(255, 191, 251)",Cam
1055,N/A,3.586750,73.346928,157.4803,6.560,0.574,A0Vn,"rgb(214, 171, 0)",Cas
1098,N/A,3.599352,-11.193782,115.8749,5.560,0.240,G7III:,"rgb(255, 178, 204)",Eri
1100,N/A,3.604837,-17.467064,149.2537,5.240,-0.630,B8/B9III,"rgb(188, 156, 0)",Eri
1087,N/A,3.608159,48.192634,178.8909,4.320,-1.943,B5Ve,"rgb(198, 163, 0)",Per
1154,N/A,3.608382,-78.323073,230.4147,6.290,-0.523,K2III,"rgb(255, 172, 185)",Men
1099,N/A,3.613136,0.587758,30.6843,5.820,3.385,G5IV/V +K1IV,"rgb(255, 179, 207)",Tau
1101,N/A,3.614551,0.401662,13.9626,4.290,3.565,F9V,"rgb(255, 187, 236)",Tau
1106,N/A,3.618244,-40.274545,70.7714,4.570,0.321,K0III,"rgb(255, 175, 195)",Eri
1102,N/A,3.629953,15.430552,74.7384,6.400,2.032,A5IV,"rgb(229, 179, 0)",Tau
1097,N/A,3.633383,42.582843,210.5263,6.410,-0.207,B8Vn,"rgb(197, 162, 0)",Per
1094,N/A,3.638811,56.932713,157.2327,6.290,0.307,B9p,"rgb(191, 158, 0)",Cam
1108,N/A,3.641459,-7.391863,112.3596,5.860,0.607,G5III:,"rgb(255, 177, 198)",Eri
1114,N/A,3.646575,-27.943054,117.7856,6.010,0.655,A0V,"rgb(203, 167, 0)",For
1103,N/A,3.650017,20.915765,142.2475,6.500,0.735,Am...,"rgb(228, 178, 0)",Tau
1111,N/A,3.650310,-5.626210,33.7041,5.970,3.332,K1V,"rgb(255, 178, 203)",Eri
1080,N/A,3.656970,75.739622,137.7410,6.250,0.555,G9III-IV,"rgb(255, 177, 199)",Cas
1117,N/A,3.657057,-10.437278,109.4092,6.190,0.995,G5,"rgb(255, 175, 194)",Eri
1110,N/A,3.657153,16.536685,130.2083,6.180,0.607,K0III,"rgb(255, 176, 197)",Tau
1116,N/A,3.660652,-3.393010,133.5113,6.220,0.592,G5,"rgb(255, 175, 193)",Eri
1115,N/A,3.664201,3.056863,114.0251,5.550,0.265,G6III:,"rgb(255, 178, 203)",Tau
1119,N/A,3.666547,-1.121226,119.3317,6.120,0.736,G5,"rgb(255, 176, 197)",Tau
1120,N/A,3.669844,-15.226534,199.6008,6.350,-0.151,G8/K0III+..,"rgb(255, 179, 207)",Eri
1121,N/A,3.677315,-5.210706,152.2070,5.530,-0.382,B9IIIp Si,"rgb(183, 154, 0)",Eri
1118,N/A,3.679530,25.329492,146.4129,6.110,0.282,A2IV,"rgb(222, 175, 0)",Tau
1113,N/A,3.685515,37.580198,251.8892,5.550,-1.456,B7Vn,"rgb(197, 162, 0)",Per
1125,N/A,3.687166,-11.802418,92.7644,6.490,1.653,F2III,"rgb(252, 190, 0)",Eri
1128,N/A,3.689553,-19.584390,127.8772,6.580,1.046,A3IV/V,"rgb(221, 175, 0)",Eri
1105,N/A,3.702594,63.216806,159.2357,5.060,-0.950,S5.3 SB:,"rgb(255, 1, 142)",Cam
1134,N/A,3.704139,-31.938361,259.7403,4.990,-2.083,B5III,"rgb(181, 152, 0)",For
1126,N/A,3.705263,19.700254,165.2893,5.680,-0.411,B9Vn,"rgb(205, 168, 0)",Tau
1123,N/A,3.706291,33.965026,323.6246,4.970,-2.580,B0.5V,"rgb(199, 164, 0)",Per
1271,N/A,3.709084,-85.261964,152.9052,6.400,0.478,B9V,"rgb(208, 169, 0)",Oct
1112,N/A,3.711871,59.969391,632.9114,5.740,-3.267,K4Ib,"rgb(255, 7, 116)",Cam
1143,N/A,3.713908,-37.313518,56.4972,4.590,0.830,K2IIICN...,"rgb(255, 171, 182)",Eri
1122,N/A,3.715416,47.787551,158.2278,3.010,-2.986,B5III SB,"rgb(186, 156, 0)",Per
1136,N/A,3.720806,-9.763395,9.0408,3.520,3.739,K0IV,"rgb(255, 178, 204)",Eri
1139,N/A,3.726065,-10.485661,42.4268,5.590,2.452,A5m,"rgb(235, 182, 0)",Eri
1132,N/A,3.729780,19.665032,125.6281,6.130,0.635,G8III,"rgb(255, 176, 197)",Tau
1157,N/A,3.735104,-40.660289,96.8992,6.450,1.518,K1III,"rgb(255, 174, 192)",Eri
1127,N/A,3.735119,48.523656,312.5000,6.060,-1.414,K4III,"rgb(255, 162, 158)",Per
1175,N/A,3.736593,-64.806903,29.8597,3.840,1.465,K0IV SB,"rgb(255, 173, 186)",Ret
1131,N/A,3.738648,32.288248,343.6426,3.840,-3.841,B1III,"rgb(214, 171, 0)",Per
1137,N/A,3.741167,20.928737,77.7001,6.090,1.638,A0V,"rgb(214, 172, 0)",Tau
1146,N/A,3.741808,-1.163091,200.8032,5.240,-1.274,B7V,"rgb(192, 159, 0)",Eri
1133,N/A,3.742062,36.460103,90.5797,5.600,0.815,A2m,"rgb(218, 173, 0)",Per
1168,N/A,3.742744,-54.274027,76.2195,6.290,1.880,K1III,"rgb(255, 175, 194)",Ret
1130,N/A,3.744697,46.099813,142.0455,6.100,0.338,A7IV,"rgb(243, 186, 0)",Per
1140,N/A,3.746726,24.289470,115.6069,5.450,0.135,B7IV,"rgb(202, 166, 0)",Tau
1167,N/A,3.747355,-48.061299,137.9310,6.490,0.792,G8/K0III,"rgb(255, 176, 196)",Hor
1142,N/A,3.747927,24.113339,124.0695,3.720,-1.748,B6III,"rgb(190, 158, 0)",Tau
1150,N/A,3.749027,-0.296720,120.9190,5.560,0.148,K4III,"rgb(255, 165, 166)",Eri
1144,N/A,3.752705,24.839260,125.4705,5.660,0.167,B8V,"rgb(197, 162, 0)",Tau
1135,N/A,3.753232,42.578549,170.6485,3.770,-2.391,F5IIvar,"rgb(255, 191, 252)",Per
1145,N/A,3.753470,24.467278,125.4705,4.300,-1.193,B6V,"rgb(189, 157, 0)",Tau
1169,N/A,3.754410,-47.359476,103.5197,5.720,0.645,K1III,"rgb(255, 177, 200)",Hor
1153,N/A,3.761234,6.049991,163.6661,5.340,-0.730,B3V,"rgb(191, 158, 0)",Tau
1149,N/A,3.763779,24.367748,117.5088,3.870,-1.480,B8III,"rgb(197, 162, 0)",Tau
1151,N/A,3.765132,24.554511,114.0251,5.760,0.475,B8V,"rgb(202, 166, 0)",Tau
1141,N/A,3.766460,45.681899,229.3578,5.660,-1.143,B6V,"rgb(194, 160, 0)",Per
1124,N/A,3.766907,67.201605,55.4324,5.790,2.071,F0IV,"rgb(249, 189, 0)",Cam
1129,N/A,3.767314,63.345047,303.9514,4.780,-2.634,A3V...,"rgb(255, 183, 219)",Cam
1152,N/A,3.767472,24.527898,116.5501,6.430,1.097,A0Vn,"rgb(205, 168, 0)",Tau
1162,N/A,3.769037,-12.101589,147.4926,4.430,-1.414,M1III,"rgb(255, 0, 152)",Eri
1159,N/A,3.769267,6.803520,102.7749,5.910,0.851,G9III,"rgb(255, 176, 197)",Tau
1156,N/A,3.772104,23.948358,116.5501,4.140,-1.193,B6IV,"rgb(199, 164, 0)",Tau
1171,N/A,3.774286,-29.338157,101.0101,5.910,0.888,A2V,"rgb(223, 176, 0)",For
1173,N/A,3.780804,-23.249723,17.6274,4.220,2.989,F3/F5V,"rgb(255, 191, 251)",Eri
1208,N/A,3.787295,-74.238962,65.6168,3.260,-0.825,M2III,"rgb(255, 161, 154)",Hyi
1179,N/A,3.788878,-29.901726,38.0807,6.540,3.636,F5V,"rgb(255, 189, 243)",For
1165,Alcyone,3.791410,24.105137,123.6094,2.850,-2.610,B7III,"rgb(193, 160, 0)",Tau
1147,N/A,3.792260,55.921960,110.2536,6.090,0.878,B9Vnn,"rgb(205, 168, 0)",Cam
1181,N/A,3.794347,-23.874677,76.9231,5.240,0.810,A1V,"rgb(219, 174, 0)",Eri
1164,N/A,3.796951,32.195415,48.0077,6.260,2.853,G0,"rgb(255, 190, 247)",Per
1186,N/A,3.797114,-36.105785,149.2537,6.210,0.340,B8V,"rgb(190, 158, 0)",Eri
1163,N/A,3.797963,33.599872,325.7329,6.570,-0.994,B2.5V,"rgb(215, 172, 0)",Per
1184,N/A,3.798900,-30.167882,82.4402,5.520,0.939,G6III,"rgb(255, 177, 199)",For
1174,N/A,3.804519,11.143294,139.0821,5.080,-0.636,B3V,"rgb(186, 156, 0)",Tau
1160,N/A,3.805021,50.736767,250.6266,6.180,-0.815,B8Vn,"rgb(214, 172, 0)",Per
1172,N/A,3.805782,23.421250,118.3432,5.440,0.074,B8V,"rgb(196, 162, 0)",Tau
1187,N/A,3.809918,-20.902977,181.8182,5.810,-0.488,K5III,"rgb(255, 0, 152)",Eri
1189,N/A,3.809963,-37.620155,50.7357,4.300,0.773,A+...,"rgb(201, 165, 0)",Eri
1182,N/A,3.810821,0.227857,149.2537,5.910,0.040,K3III,"rgb(255, 170, 179)",Eri
1170,N/A,3.818922,43.963095,74.1840,5.950,1.598,A9IV,"rgb(241, 185, 0)",Per
1178,N/A,3.819373,24.053415,117.2333,3.620,-1.725,B8III,"rgb(196, 161, 0)",Tau
1180,N/A,3.819782,24.136712,117.0960,5.050,-0.293,B7p,"rgb(193, 160, 0)",Tau
1138,N/A,3.820476,70.871050,106.3830,5.400,0.266,A2m,"rgb(222, 175, 0)",Cam
1161,N/A,3.822151,57.118268,148.5884,6.460,0.600,A0Vn,"rgb(218, 173, 0)",Cam
1195,N/A,3.824237,-36.200250,64.3501,4.170,0.127,G8III,"rgb(255, 178, 203)",Eri
1155,N/A,3.825357,65.525972,243.9024,4.390,-2.546,M1III,"rgb(255, 28, 52)",Cam
1177,N/A,3.825748,33.091382,82.3045,5.140,0.563,A3V,"rgb(217, 173, 0)",Per
1158,N/A,3.826836,63.296967,71.6332,5.820,1.544,A5Vn,"rgb(232, 180, 0)",Cam
1183,N/A,3.828758,23.711855,114.6789,6.170,0.873,B8V,"rgb(200, 164, 0)",Tau
1185,N/A,3.831964,22.244151,112.8668,6.050,0.787,B8III,"rgb(207, 169, 0)",Tau
1176,N/A,3.834564,44.967856,114.6789,5.650,0.353,G2III...,"rgb(255, 182, 216)",Per
1188,N/A,3.838593,25.579362,56.4653,5.240,1.481,A2V,"rgb(236, 183, 0)",Tau
1148,N/A,3.839302,71.332266,110.0110,4.590,-0.617,A2IVn,"rgb(218, 174, 0)",Cam
1200,N/A,3.843763,-36.425592,141.4427,6.860,1.107,B9.5V,"rgb(200, 165, 0)",Eri
1194,N/A,3.854408,13.046078,123.1527,6.300,0.848,B9p Si,"rgb(198, 163, 0)",Tau
1193,N/A,3.860173,22.031355,130.2083,6.710,1.137,K0III,"rgb(255, 173, 187)",Tau
1166,N/A,3.861600,68.507486,313.4796,6.310,-1.171,B9IVp,"rgb(198, 163, 0)",Cam
1191,N/A,3.864922,34.359119,258.3979,5.780,-1.281,B1V,"rgb(202, 166, 0)",Per
1199,N/A,3.866730,6.534907,238.6635,5.660,-1.229,B5V,"rgb(216, 173, 0)",Tau
1197,N/A,3.867902,31.168578,113.8952,6.220,0.937,A5V,"rgb(233, 181, 0)",Per
1202,N/A,3.878238,-5.361259,179.5332,5.480,-0.791,B8+...,"rgb(192, 159, 0)",Eri
1201,N/A,3.886123,17.327083,41.3223,5.970,2.889,F4V,"rgb(250, 189, 0)",Tau
1206,N/A,3.886925,-18.434447,272.4796,6.210,-0.967,K0/K1III+..,"rgb(255, 180, 208)",Eri
1216,N/A,3.892587,-46.893674,107.6426,5.930,0.770,K3III,"rgb(255, 170, 179)",Hor
1198,N/A,3.894081,48.650495,120.7729,5.760,0.350,K0III,"rgb(255, 175, 193)",Per
1214,N/A,3.894151,-34.732297,106.1571,5.110,-0.020,B6/B7V,"rgb(185, 155, 0)",Eri
1213,N/A,3.895195,-24.612230,115.6069,4.640,-0.675,B5V,"rgb(185, 154, 0)",Eri
1192,N/A,3.895345,57.975141,50.5051,5.800,2.283,A5m,"rgb(231, 180, 0)",Cam
1203,N/A,3.902200,31.883635,230.4147,2.840,-3.973,B1Ib,"rgb(241, 185, 0)",Per
1211,N/A,3.904862,-2.954730,95.9693,4.460,-0.451,G8III,"rgb(255, 185, 226)",Eri
1219,N/A,3.906435,-40.357009,153.1394,5.700,-0.225,K0III...,"rgb(255, 187, 234)",Eri
1227,N/A,3.909431,-52.690426,109.1703,6.460,1.269,A4V,"rgb(228, 179, 0)",Dor
1217,N/A,3.921147,-12.099105,49.2126,5.990,2.530,Ap SrEu(Cr),"rgb(246, 188, 0)",Eri
1209,N/A,3.923077,31.045837,427.3504,6.790,-1.364,O9.5pe,"rgb(220, 175, 0)",Per
1207,N/A,3.932824,47.871420,223.7136,5.390,-1.358,B6V,"rgb(195, 161, 0)",Per
1236,N/A,3.934428,-63.463718,103.5197,6.140,1.065,K1/K2III,"rgb(255, 174, 189)",Ret
1215,N/A,3.941303,35.080899,265.9574,5.490,-1.634,B1.5V,"rgb(198, 163, 0)",Per
1196,N/A,3.941751,71.821606,59.2066,6.310,2.448,A5m,"rgb(247, 188, 0)",Cam
1210,N/A,3.943470,50.695381,37.4392,5.280,2.413,F5IV,"rgb(255, 191, 252)",Per
1225,N/A,3.943870,-9.750844,125.6281,6.180,0.685,F1V,"rgb(240, 185, 0)",Eri
1218,N/A,3.947798,22.477971,42.3370,5.620,2.486,F2IV,"rgb(249, 189, 0)",Tau
1224,N/A,3.950477,6.039967,70.2247,6.090,1.858,A2Vn,"rgb(217, 173, 0)",Tau
1221,N/A,3.951058,23.175550,208.7683,6.050,-0.548,B9.5IV,"rgb(215, 172, 0)",Tau
1205,N/A,3.952303,61.108883,448.4305,4.990,-3.268,K3I-II,"rgb(255, 165, 164)",Cam
1204,N/A,3.957067,63.072264,110.6195,4.950,-0.269,B9.5V,"rgb(195, 161, 0)",Cam
1222,N/A,3.957328,24.461937,319.4888,6.190,-1.332,K0,"rgb(255, 166, 169)",Tau
1220,N/A,3.964230,40.010215,195.6947,2.900,-3.558,B0.5V,"rgb(176, 149, 0)",Per
1231,Zaurak,3.967157,-13.508515,62.3441,2.970,-1.004,M1IIIb Ca-1,"rgb(255, 161, 154)",Eri
1223,N/A,3.967539,34.813968,61.2370,6.540,2.605,A8V,"rgb(236, 182, 0)",Per
1226,N/A,3.974766,38.840254,130.2083,6.320,0.747,K1III:,"rgb(255, 174, 190)",Per
1245,N/A,3.978580,-57.102360,61.3874,6.050,2.110,F2IV,"rgb(255, 191, 250)",Ret
1247,N/A,3.979095,-61.400185,161.2903,4.560,-1.478,M2III,"rgb(255, 161, 154)",Ret
1232,N/A,3.981221,-5.469947,46.4468,5.850,2.515,G9V,"rgb(255, 176, 197)",Eri
1228,N/A,3.982750,35.791033,381.6794,3.980,-3.928,O7.5Iab:,"rgb(213, 171, 0)",Per
1235,N/A,3.991703,-12.574425,225.2252,5.610,-1.153,K4III,"rgb(255, 164, 161)",Eri
1229,N/A,3.994438,38.820380,193.7984,6.510,0.073,A1Vp...,"rgb(223, 176, 0)",Per
1233,N/A,3.994581,10.330402,40.0320,6.350,3.338,F5V,"rgb(255, 191, 253)",Tau
1240,N/A,3.998745,-24.016215,100.4016,4.620,-0.389,Ap Si,"rgb(187, 156, 0)",Eri
1250,N/A,4.004314,-51.564958,383.1418,6.510,-1.407,M1III,"rgb(255, 1, 142)",Dor
1237,N/A,4.010247,17.296660,196.8504,6.310,-0.161,A0V,"rgb(217, 173, 0)",Tau
1246,N/A,4.011292,-30.490697,107.7586,5.930,0.768,A1V,"rgb(215, 172, 0)",Eri
1239,N/A,4.011338,12.490347,148.3680,3.410,-2.447,B3V + A,"rgb(191, 158, 0)",Tau
1238,N/A,4.013545,18.194000,42.9000,5.890,2.728,F4V...,"rgb(246, 187, 0)",Tau
1264,N/A,4.014946,-62.159284,143.8849,4.480,-1.310,M4III,"rgb(255, 163, 160)",Ret
